name_product,price_product
"Breville Infuser Espresso Machine BES840XL, Brushed Stainless Steel",$599.95
"Breville Barista Express Impress Espresso Machine BES876DBL, Damson Blue",$899.95
"Yabano Espresso Machine, 3.5Bar Espresso Coffee Maker, Espresso and Cappuccino Machine with Milk Frother, Espresso Maker with Steamer(White)",$39.19
